4,390,7
4,204,2
4,332,5
4,531,11
4,339,5
4,160,1
4,474,15
4,438,18
4,317,6
4,409,8
5,342,4
5,1089,28
5,601,10
5,289,3
5,675,37
5,492,7
5,483,7
5,407,7
5,662,11
5,283,3
6,845,14
6,108930,1822
6,5435,214
6,56416,910
6,6691,231
6,35897,620
6,12332,295
6,1022,19
6,4484,193
6,2053,118
7,1108,23
7,1681,112
7,43006,689
7,61690,924
7,61526,950
7,60907,921
7,123501,1964
7,120219,1943
7,60944,918
7,5851,226
8,951,22
8,160352,2416
8,62367,925
8,63026,975
8,125990,1989
8,1651,32
8,123135,1846
8,308762,4589
8,1295,23
8,123832,1865
9,248502,3639
9,313269,4567
9,125700,1828
9,62061,920
9,2056,93
9,7305,300
9,63562,964
9,1598,104
9,128537,1960
9,1944,106
10,193954,2914
10,28537,593
10,877758,12645
10,563529,8225
10,252899,3794
10,565167,8240
10,504967,7371
10,188804,2766
10,253939,3765
10,126348,1888
11,1071068,15357
11,191632,2817
11,64425,998
11,881820,12810
11,825249,11763
11,125754,1843
11,4358,188
11,259600,3851
11,322958,4809
11,437256,6360
12,1704,37
12,1596119,22935
12,131530,2035
12,328841,4788
12,71390,1211
12,197074,2940
12,700229,10132
12,380668,5464
12,65734,1063
12,3731093,53421
